-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
318 36 -166 57 417 440 -50 376 223 685 20 562 310 543 70 525 352 692 -3 766 373 831 173 748 
304 33 -156 32 419 434 -28 327 224 678 28 456 308 537 63 531 337 691 7 766 348 852 170 825 
300 33 -159 34 419 427 -48 328 225 672 11 437 307 529 59 537 338 682 36 759 351 822 172 730 
297 28 -166 36 418 420 -36 314 228 662 21 452 308 511 58 537 338 677 49 749 352 789 191 737 
290 23 -168 34 419 418 -41 319 226 664 25 440 307 513 53 537 338 675 43 750 342 792 189 708 
291 20 -168 34 419 417 -48 321 226 664 31 458 310 514 63 531 343 678 37 777 344 864 163 853 
292 20 -126 29 418 417 -48 325 223 669 30 454 311 521 58 542 340 683 36 788 348 898 159 891 
293 20 -100 23 418 418 -48 325 222 675 29 453 312 526 57 544 340 686 35 791 353 908 158 896 
293 19 -104 19 419 418 -44 324 221 679 30 446 317 529 57 544 339 689 6 792 350 900 153 878 
293 18 -102 20 419 419 -44 325 221 682 31 449 321 529 58 545 348 688 6 790 359 894 154 869 
294 18 -89 21 419 420 -43 325 220 682 33 452 323 531 59 546 355 688 25 795 376 919 161 907 
294 16 -88 22 420 421 -39 325 219 682 35 452 325 535 60 549 352 690 23 796 376 915 161 896 
294 14 -89 22 420 421 -39 329 219 683 30 469 325 538 60 556 351 690 37 799 384 928 175 912 
294 13 -88 23 420 421 -30 329 219 684 41 474 325 540 60 555 349 691 37 805 385 959 176 947 
294 10 -82 21 420 421 -18 330 216 687 43 481 323 545 61 557 348 697 36 817 384 989 176 975 
294 11 -81 25 420 421 -16 331 213 688 42 483 324 546 64 563 358 698 66 820 393 986 192 981 
294 11 -83 26 419 418 -17 331 217 681 42 483 326 545 72 562 358 694 100 795 395 932 240 921 
294 11 -84 28 420 415 -24 344 219 677 30 510 324 542 71 562 350 694 88 793 394 925 229 913 
293 11 -90 29 420 414 -34 344 219 675 5 506 323 542 70 565 352 693 84 793 393 921 225 910 
293 12 -91 26 420 413 -49 343 221 669 -8 503 322 540 68 565 354 689 81 790 392 898 224 883 
293 12 -91 26 420 413 -49 343 222 668 -7 496 321 540 68 565 355 689 81 790 392 900 227 884 
292 11 -91 24 420 412 -49 331 225 666 -4 460 319 538 65 563 349 689 79 784 387 888 227 867 
292 11 -91 23 420 411 -45 330 227 662 -3 459 319 541 65 563 347 690 78 796 387 919 226 909 
292 11 -91 23 420 410 -44 324 229 660 1 437 319 540 63 563 346 691 75 802 388 927 214 920 
292 11 -89 23 420 410 -40 321 229 658 8 432 319 539 63 563 345 691 74 802 390 926 214 765 
291 11 -89 23 421 410 -41 320 229 657 7 433 318 538 62 563 344 691 71 801 387 918 199 748 
291 12 -92 25 421 410 -72 328 229 655 -33 434 317 536 57 568 344 690 70 801 387 902 199 742 
291 11 -92 26 421 409 -71 334 225 658 -35 452 316 535 55 568 343 690 63 801 385 900 193 744 
291 11 -170 38 421 407 -76 349 225 658 -43 489 315 534 53 569 343 688 61 793 385 881 193 723 
290 15 -108 46 421 407 -67 355 221 662 -20 488 316 536 56 569 343 687 32 792 382 884 183 822 
290 15 -97 45 420 407 -50 354 212 665 -10 486 316 538 57 569 343 685 26 789 366 876 179 838 
299 13 -135 46 423 404 -76 353 213 657 -56 475 316 516 58 555 343 676 39 766 358 815 187 798 
335 14 -121 21 439 378 -84 306 222 616 -89 454 320 513 66 541 343 676 39 776 314 993 122 986 
359 9 -38 32 492 344 -82 302 328 557 -74 454 337 512 117 507 392 750 -69 728 206 962 133 927 
389 27 67 67 530 331 8 353 432 497 -73 451 366 532 179 518 387 743 -41 742 214 980 193 964 
403 74 128 88 531 303 104 349 489 442 74 381 365 553 196 537 391 908 143 902 337 1246 193 1250 
419 93 212 115 491 296 208 350 485 455 160 485 375 546 265 535 281 790 118 634 169 962 231 911 
449 161 335 126 514 370 349 343 500 481 302 432 404 522 344 488 288 702 177 614 211 849 264 772 
469 196 388 166 515 398 375 342 495 520 318 455 430 498 376 476 328 650 228 605 299 822 290 750 
500 177 407 162 527 320 372 296 507 432 348 346 466 447 395 443 342 513 189 504 362 730 291 673 
530 174 430 162 564 325 381 295 542 391 351 364 493 458 390 460 374 583 237 551 382 785 323 690 
600 179 438 159 597 311 410 265 562 357 377 335 527 471 427 469 458 609 393 544 460 777 405 708 
555 167 432 156 574 274 429 277 546 331 389 388 503 477 418 474 421 557 358 522 423 713 376 671 
604 162 440 155 589 289 411 266 546 381 364 372 537 467 434 465 476 563 404 539 465 724 421 700 
668 290 495 276 681 410 428 365 648 425 354 452 593 577 491 570 594 659 508 628 569 736 528 746 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
557 208 445 205 573 293 426 287 573 380 408 366 525 379 459 376 528 501 461 503 536 600 460 626 
566 209 458 212 590 293 437 290 589 379 421 366 536 379 470 375 530 501 468 501 536 608 460 626 
578 210 469 214 607 292 448 292 606 376 435 367 550 380 486 376 538 501 481 497 536 609 473 611 
586 210 479 215 618 290 458 293 619 371 448 366 559 380 496 375 543 500 499 492 536 609 504 594 
591 210 484 215 618 288 465 293 621 369 453 364 562 380 501 375 549 500 508 489 536 604 522 576 
592 212 486 216 615 289 466 293 617 369 453 362 565 379 505 375 551 500 519 490 540 605 528 585 
592 214 486 216 612 291 466 293 613 370 452 361 568 378 508 375 557 499 522 489 545 603 533 582 
593 214 489 216 613 291 469 293 616 370 450 360 568 376 509 374 560 497 525 488 549 603 535 584 
594 215 494 216 618 291 470 292 637 370 447 358 565 374 508 372 559 495 524 486 551 601 535 585 
595 215 497 216 633 284 468 286 677 353 440 344 564 371 510 370 560 492 528 485 551 601 535 588 
596 215 499 216 651 266 467 274 706 318 417 323 564 371 511 368 559 488 528 481 551 595 534 582 
595 212 500 215 658 244 462 266 711 284 406 312 565 371 513 368 559 485 528 477 551 589 535 577 
594 212 498 216 657 229 446 255 708 244 384 298 567 371 516 368 559 483 527 475 552 589 535 574 
594 211 499 215 666 214 435 236 714 190 371 260 566 370 517 368 558 482 528 475 551 588 538 577 
594 209 499 215 665 188 431 217 716 127 364 213 566 369 516 366 558 483 527 474 551 585 536 576 
595 206 501 214 657 162 429 193 707 91 359 175 565 368 515 364 558 483 526 475 550 584 535 576 
594 205 504 212 650 143 442 173 688 74 374 120 566 365 516 361 558 482 526 473 551 584 535 576 
594 201 508 208 622 126 469 150 619 49 450 75 568 363 520 358 558 480 529 470 551 582 535 575 
593 199 510 207 599 124 493 133 572 50 517 59 571 360 521 356 559 475 531 467 550 582 537 576 
591 198 513 206 590 130 504 133 551 57 532 57 573 359 526 356 559 472 535 467 551 583 539 577 
592 199 514 206 586 135 510 135 548 62 535 58 574 360 525 356 562 474 534 468 555 583 538 582 
594 199 517 206 588 134 518 134 555 64 540 60 579 360 529 356 567 475 535 468 560 585 538 586 
601 200 522 206 595 137 522 134 561 63 545 58 584 360 532 356 570 474 536 468 561 585 540 583 
603 200 525 206 599 137 524 134 564 62 549 57 585 361 533 357 571 471 538 468 563 581 544 581 
603 200 526 206 597 136 527 133 564 62 552 57 586 361 536 358 570 469 541 468 562 580 548 581 
603 200 526 205 595 135 526 134 563 66 550 58 584 360 534 358 569 467 540 465 561 580 547 581 
600 200 525 205 585 134 525 132 558 64 548 57 583 360 533 358 568 466 539 464 558 579 547 581 
596 200 524 205 584 133 521 132 557 62 543 59 582 360 532 358 568 465 538 463 557 578 546 579 
593 201 524 205 584 133 520 134 552 61 537 59 582 359 532 358 567 464 537 462 556 578 546 579 
592 201 522 205 583 132 507 134 548 60 511 55 582 359 531 358 567 464 537 463 556 578 546 579 
593 201 519 206 585 132 488 172 549 60 462 121 581 359 531 358 567 464 538 463 556 578 546 581 
594 199 519 208 586 130 470 232 552 61 448 252 582 359 531 358 567 465 539 464 556 580 546 584 
594 198 513 216 586 130 472 283 554 60 472 316 582 359 531 358 567 465 540 465 556 580 547 584 
592 198 513 221 584 130 472 295 554 59 492 291 580 359 531 358 567 465 540 465 556 580 547 583 
593 198 513 224 584 129 469 277 550 59 478 228 579 359 531 358 565 466 539 465 556 580 548 582 
594 198 514 223 585 129 454 221 551 60 481 155 579 358 532 357 564 466 539 464 556 579 548 582 
592 199 514 214 586 130 455 146 552 61 523 77 579 358 530 357 564 466 538 463 556 579 547 582 
589 200 514 206 586 130 491 130 556 61 545 60 574 358 527 357 563 466 536 462 556 579 546 581 
589 201 515 203 586 131 508 128 565 61 550 60 571 358 524 357 560 466 534 462 555 579 546 581 
587 202 518 201 564 142 509 135 530 156 544 67 571 358 524 357 560 465 534 462 555 579 545 579 
587 209 516 202 580 259 506 134 581 301 540 67 570 358 524 357 560 465 533 462 555 579 545 576 
589 212 516 202 629 277 505 133 608 340 535 63 569 360 523 360 559 472 533 466 555 583 545 576 
590 211 516 202 659 228 505 139 629 272 522 67 570 360 523 358 559 471 532 462 555 583 545 576 
592 207 516 203 666 172 504 140 632 169 514 68 575 360 526 358 561 471 533 465 556 584 545 579 
592 206 517 204 643 140 503 138 616 79 515 67 579 360 529 359 562 471 537 467 556 584 546 579 
594 204 518 204 626 132 506 135 579 62 515 60 580 360 530 359 563 471 540 467 556 584 546 580 
594 204 522 205 599 132 505 138 557 65 505 65 582 361 532 359 563 471 542 467 555 582 547 580 
595 203 522 211 592 135 498 200 550 66 478 145 583 361 533 359 563 470 541 467 555 582 548 580 
598 200 522 213 595 131 472 244 554 66 462 270 582 360 533 358 562 469 542 467 555 582 549 582 
599 200 518 221 597 129 474 284 558 63 479 316 583 358 533 358 562 468 542 467 556 581 550 582 
600 200 519 223 597 132 478 285 560 63 485 276 581 358 533 358 562 468 541 466 556 581 551 581 
606 200 521 226 598 129 474 267 560 58 480 224 580 358 533 358 562 469 542 466 556 581 550 581 
606 199 521 220 596 132 464 206 560 59 493 139 580 358 533 358 561 469 542 467 556 582 550 581 
598 199 520 214 589 132 481 141 558 61 522 70 580 358 532 357 562 468 540 467 556 582 549 581 
595 199 520 209 576 133 501 133 551 64 539 61 577 358 529 357 562 467 537 464 556 580 548 578 
594 199 522 206 570 134 508 136 549 67 540 63 573 358 527 356 561 467 535 461 556 580 548 576 
589 201 526 203 549 144 515 137 536 105 539 63 568 358 527 356 558 466 537 461 554 581 548 577 
589 206 519 200 573 248 509 133 563 311 533 61 565 355 522 353 557 458 537 460 554 580 548 576 
589 211 518 201 621 281 507 137 595 348 519 63 564 359 520 357 557 468 535 466 555 583 548 578 
590 211 516 201 653 240 498 141 613 289 504 69 564 360 519 358 554 468 532 465 555 583 547 578 
589 210 513 204 662 186 491 142 625 141 502 71 565 360 519 358 555 471 533 467 555 583 546 580 
590 210 512 205 638 143 491 140 611 71 504 67 567 360 519 358 556 472 533 468 555 583 545 580 
589 208 513 205 615 133 493 134 584 63 522 63 568 360 519 358 557 473 533 467 555 583 545 579 
589 206 513 205 601 132 495 132 571 61 528 60 569 360 520 358 558 472 533 467 555 583 545 579 
588 205 513 205 598 133 495 132 567 62 529 60 569 360 520 358 558 472 534 467 555 582 546 579 
589 205 513 205 598 133 496 132 567 60 529 60 569 360 520 358 557 472 534 467 555 582 546 580 
586 204 516 203 588 135 505 132 575 57 513 55 566 360 520 358 556 472 534 467 554 581 546 580 
586 204 515 203 607 133 488 133 632 55 457 55 566 360 520 358 556 472 534 467 554 581 546 580 
590 202 510 203 645 140 456 162 691 64 402 115 566 363 519 360 556 472 533 468 555 582 546 581 
591 202 509 207 680 173 456 201 735 167 438 209 566 363 521 360 556 472 535 469 555 583 548 582 
592 205 508 216 663 256 464 275 645 303 453 294 567 366 523 364 556 477 535 471 555 584 548 581 
593 213 507 221 652 278 466 296 586 254 492 258 569 368 523 368 559 479 535 472 555 584 546 580 
593 212 508 219 639 276 453 241 581 198 490 201 569 369 523 369 559 481 533 475 555 583 545 575 
593 212 508 218 611 148 454 163 560 92 514 96 569 366 521 363 560 480 532 475 555 583 542 575 
589 209 508 213 587 134 496 133 556 62 536 63 569 362 521 359 560 480 532 475 555 583 542 576 
586 206 508 209 579 132 507 130 555 61 545 59 569 359 520 356 560 477 531 471 555 581 541 573 
586 205 509 208 579 131 509 135 553 60 543 61 569 359 520 357 560 477 531 470 555 580 540 572 
587 203 511 208 584 132 512 137 553 61 543 61 571 359 521 356 561 477 531 468 555 580 541 573 
593 201 515 207 588 133 514 135 555 59 544 60 576 359 523 356 563 474 529 466 556 579 538 572 
603 200 521 206 592 136 518 137 558 63 547 62 578 362 525 357 563 474 505 440 555 578 534 500 
609 199 526 206 595 135 521 137 559 61 550 62 581 361 527 353 566 478 487 405 554 584 517 461 
612 198 529 205 595 135 522 134 561 60 551 61 582 361 528 352 566 483 465 406 554 591 475 482 
613 197 533 205 592 132 520 135 561 59 549 61 582 362 530 352 567 482 467 421 554 595 475 518 
610 197 531 205 590 130 518 134 558 59 546 60 583 362 530 353 567 482 480 455 554 594 490 561 
605 197 530 206 580 130 517 135 549 61 545 61 583 360 532 353 566 476 525 462 554 587 529 577 
599 197 526 207 577 131 511 136 546 63 536 63 583 360 532 354 564 475 533 468 552 586 536 584 
594 199 520 208 573 132 505 137 539 64 529 64 580 360 529 355 563 475 533 468 552 586 536 584 
587 199 512 208 570 133 500 138 535 65 523 64 574 358 525 355 557 473 532 467 552 583 541 581 
582 199 507 206 560 133 496 138 530 65 519 65 570 357 518 355 566 469 532 466 574 569 538 579 
578 199 504 203 561 133 491 135 526 64 513 64 568 353 515 356 596 435 529 466 659 508 536 577 
574 197 496 202 561 132 485 133 524 64 509 62 569 351 515 361 629 413 528 474 704 477 535 584 
573 197 494 202 562 132 481 133 521 64 507 61 569 348 515 362 626 387 528 475 642 447 537 587 
573 197 495 202 561 133 479 133 524 64 509 61 570 349 515 364 622 409 528 478 626 490 538 589 
575 197 496 203 563 133 481 133 526 63 511 61 570 352 516 364 602 469 528 479 593 584 537 596 
581 198 500 205 566 132 482 135 527 63 512 61 570 354 517 362 575 475 527 478 567 586 536 592 
586 198 505 208 570 132 484 138 528 63 512 63 570 357 518 362 569 479 527 476 562 587 536 590 
586 198 506 210 570 132 484 141 528 66 512 66 571 358 518 362 566 478 527 475 562 585 536 590 
581 199 506 210 564 132 484 141 529 68 512 67 570 358 518 359 564 473 526 470 561 577 536 581 
576 199 504 209 561 134 482 140 529 68 510 67 569 354 518 357 562 451 525 465 559 553 536 581 
