#t	CM_X	CM_Y	0_X	0_Y	0_P	1_X	1_Y	1_P	2_X	2_Y	2_P	3_X	3_Y	3_P	4_X	4_Y	4_P	5_X	5_Y	5_P	6_X	6_Y	6_P	7_X	7_Y	7_P	8_X	8_Y	8_P	9_X	9_Y	9_P	10_X	10_Y	10_P	11_X	11_Y	11_P	12_X	12_Y	12_P	13_X	13_Y	13_P	z_plane
28.88	2975.58	622.50	2794.86	592.54	0.73	2850.77	597.32	0.78	2864.29	573.50	0.84	2955.41	598.98	0.63	3021.67	627.92	0.32	2825.19	612.47	0.75	2736.30	622.61	0.83	2653.61	616.68	0.82	3020.65	626.17	0.73	3124.97	620.29	0.73	3250.15	611.24	0.60	3022.56	649.57	0.75	3126.44	672.16	0.73	3245.79	647.03	0.69	0.00
28.90	2966.51	623.90	2784.90	600.17	0.74	2840.92	599.83	0.76	2852.71	575.95	0.83	2945.58	595.10	0.55	3013.13	629.10	0.35	2813.70	614.92	0.69	2723.95	626.68	0.84	2642.81	623.52	0.81	3011.04	631.09	0.70	3118.28	619.07	0.76	3244.24	602.67	0.74	3010.16	648.68	0.74	3123.19	665.25	0.74	3248.13	659.67	0.81	0.00
28.92	2959.63	625.05	2776.61	598.07	0.73	2835.13	605.07	0.79	2845.39	574.75	0.85	2938.54	592.52	0.66	3005.80	631.88	0.50	2807.02	617.91	0.72	2717.55	631.40	0.83	2634.02	627.74	0.80	3005.93	635.98	0.75	3109.44	620.65	0.70	3223.46	593.91	0.70	3005.67	642.96	0.75	3114.03	661.41	0.70	3235.12	672.67	0.79	0.00
28.94	2952.60	627.10	2764.97	598.77	0.76	2829.27	614.29	0.86	2834.97	571.69	0.85	2929.22	586.89	0.77	3005.55	627.50	0.41	2798.05	626.10	0.78	2706.17	633.83	0.83	2624.99	632.91	0.80	3003.18	623.27	0.75	3096.00	622.27	0.72	3203.14	589.11	0.72	3005.64	655.04	0.69	3100.82	656.50	0.66	3215.58	676.61	0.81	0.00
28.96	2940.06	627.08	2752.86	598.62	0.76	2816.98	615.18	0.86	2824.28	573.07	0.84	2919.60	575.00	0.74	2991.05	610.84	0.47	2784.28	627.08	0.76	2690.52	635.73	0.78	2609.52	638.30	0.79	2991.45	626.63	0.59	3081.35	623.22	0.71	3190.69	583.25	0.75	2992.41	655.35	0.75	3088.52	653.03	0.68	3206.04	669.80	0.71	0.00
28.98	2924.38	628.10	2741.95	600.07	0.79	2804.10	618.80	0.85	2811.76	571.42	0.85	2903.49	559.22	0.75	2978.99	594.57	0.76	2772.84	630.12	0.77	2682.09	639.06	0.78	2601.88	643.08	0.80	2969.40	630.27	0.55	3067.35	625.45	0.68	3178.56	577.78	0.76	2972.91	657.32	0.76	3073.41	649.38	0.71	3193.35	656.55	0.75	0.00
29.00	2914.98	628.25	2733.37	601.25	0.81	2797.44	621.00	0.88	2801.56	571.17	0.86	2890.55	546.34	0.75	2964.50	590.90	0.79	2763.85	634.65	0.76	2677.56	641.79	0.76	2595.39	647.00	0.81	2961.33	628.95	0.67	3056.05	629.88	0.64	3164.07	583.08	0.71	2959.65	657.27	0.77	3064.20	645.92	0.66	3181.67	645.88	0.73	0.00
29.02	2899.43	629.29	2721.62	603.21	0.81	2785.97	623.80	0.88	2787.23	571.94	0.86	2864.55	533.89	0.77	2934.09	585.51	0.65	2753.10	637.14	0.76	2667.92	644.99	0.76	2586.40	653.54	0.80	2944.55	625.76	0.62	3043.52	634.85	0.64	3155.28	590.28	0.75	2938.34	662.16	0.78	3044.19	644.01	0.71	3164.43	630.78	0.68	0.00
29.04	2892.41	629.98	2711.93	603.20	0.80	2776.66	623.91	0.87	2775.80	572.26	0.87	2837.92	524.98	0.81	2874.91	564.31	0.68	2746.82	637.57	0.78	2658.35	647.78	0.76	2577.68	661.93	0.78	2939.95	632.76	0.71	3035.23	638.35	0.68	3151.41	606.84	0.75	2941.29	661.43	0.73	3035.86	640.74	0.73	3151.18	606.73	0.73	0.00
29.06	2874.70	631.88	2700.00	607.76	0.80	2763.58	628.29	0.77	2762.04	575.84	0.85	2810.52	517.85	0.82	2826.83	557.02	0.49	2735.22	636.90	0.67	2648.99	651.79	0.76	2572.58	669.94	0.79	2913.49	636.55	0.78	3026.59	636.23	0.79	3151.17	621.67	0.74	2909.24	658.76	0.79	3026.78	637.29	0.78	3152.15	620.81	0.70	0.00
29.08	2863.99	627.32	2694.07	609.20	0.76	2755.83	606.47	0.64	2745.73	585.30	0.81	2781.98	515.45	0.38	2779.20	553.25	0.43	2729.51	636.41	0.42	2649.52	654.29	0.80	2573.61	677.22	0.80	2899.95	644.24	0.75	3017.62	635.20	0.79	3138.68	641.51	0.68	2896.75	653.04	0.76	3016.64	634.61	0.79	3139.30	637.57	0.27	0.00
29.10	2850.02	625.05	2683.61	608.92	0.79	2742.09	609.21	0.73	2732.90	588.90	0.80	2758.18	516.07	0.61	2748.06	551.33	0.35	2720.03	635.81	0.52	2642.87	659.07	0.78	2571.73	686.97	0.79	2883.71	631.05	0.75	3006.31	634.26	0.74	3127.17	651.56	0.80	2882.46	658.26	0.82	3004.71	627.82	0.71	3115.07	584.75	0.64	0.00
29.12	2841.62	628.94	2668.79	599.97	0.68	2732.49	624.36	0.83	2733.95	585.06	0.83	2730.17	519.04	0.78	2687.22	544.25	0.58	2701.71	634.62	0.76	2643.67	663.82	0.69	2574.06	696.60	0.76	2874.67	630.06	0.77	3003.22	633.62	0.75	3122.22	662.59	0.71	2876.27	663.11	0.83	3000.83	627.00	0.68	3112.30	564.94	0.70	0.00
29.14	2828.26	630.26	2655.47	602.20	0.74	2718.76	622.75	0.87	2718.40	581.55	0.83	2696.26	522.81	0.75	2640.28	551.13	0.66	2687.91	638.80	0.80	2633.33	673.14	0.73	2567.36	710.37	0.76	2862.69	630.78	0.80	2991.14	628.88	0.74	3104.62	652.40	0.53	2863.96	668.06	0.82	2991.21	638.84	0.58	3101.01	554.66	0.72	0.00
29.16	2822.18	630.79	2653.79	604.35	0.70	2709.77	620.92	0.88	2704.89	576.86	0.85	2663.50	533.05	0.73	2603.50	551.27	0.73	2675.91	641.30	0.81	2630.30	678.29	0.70	2576.39	718.81	0.81	2860.82	628.39	0.82	2987.22	633.36	0.74	3101.35	644.62	0.61	2860.30	667.28	0.84	2987.89	647.84	0.63	3083.10	555.13	0.52	0.00
29.18	2809.32	630.85	2638.44	600.60	0.79	2694.52	618.78	0.87	2685.07	574.64	0.84	2633.49	545.32	0.54	2568.88	555.14	0.77	2667.73	643.88	0.73	2627.71	683.70	0.77	2578.85	729.54	0.80	2850.67	624.58	0.86	2977.55	634.68	0.74	3095.07	638.48	0.59	2850.55	664.33	0.84	2970.39	662.75	0.58	3069.90	563.12	0.52	0.00
29.20	2799.59	631.46	2627.75	602.74	0.82	2685.03	616.89	0.83	2673.50	578.63	0.86	2603.76	557.62	0.72	2537.75	559.38	0.78	2659.28	641.75	0.74	2629.55	684.53	0.72	2586.61	740.81	0.84	2842.35	624.75	0.87	2960.80	634.86	0.70	3082.25	620.85	0.61	2845.03	663.42	0.82	2959.00	669.82	0.73	3064.16	579.76	0.52	0.00
29.22	2787.11	634.48	2618.36	603.58	0.85	2672.45	620.70	0.82	2662.15	583.52	0.87	2575.25	572.18	0.69	2507.58	569.36	0.76	2655.14	640.32	0.70	2631.34	688.62	0.73	2597.07	743.04	0.74	2830.14	629.80	0.85	2943.16	643.11	0.71	3065.33	594.85	0.48	2832.08	658.89	0.80	2946.26	670.67	0.67	3064.81	622.48	0.49	0.00
29.24	2778.30	633.37	2607.86	600.86	0.84	2662.17	616.10	0.78	2653.60	583.92	0.81	2560.97	585.99	0.66	2488.87	580.72	0.61	2651.19	631.32	0.61	2640.43	680.56	0.51	2605.46	746.80	0.68	2820.69	634.13	0.84	2938.40	641.88	0.76	3051.95	597.93	0.41	2822.41	654.57	0.77	2938.64	668.78	0.64	3055.73	633.80	0.61	0.00
29.26	2765.72	631.03	2589.35	599.26	0.76	2644.78	606.67	0.80	2645.89	583.77	0.67	2647.84	663.73	0.64	2618.75	743.46	0.69	2625.38	594.19	0.64	2536.46	591.19	0.82	2464.35	591.72	0.84	2810.32	635.11	0.81	2926.26	642.61	0.73	3042.39	591.05	0.71	2812.53	656.29	0.72	2928.83	669.37	0.69	3051.00	652.23	0.69	0.00
29.28	2747.88	630.31	2571.56	600.70	0.81	2628.20	603.74	0.77	2624.71	585.94	0.66	2527.42	590.15	0.53	2454.54	594.19	0.65	2620.85	612.92	0.65	2657.21	662.29	0.58	2635.43	724.41	0.46	2787.68	632.05	0.80	2912.18	647.45	0.72	3027.56	580.82	0.71	2783.63	656.92	0.82	2913.90	667.05	0.66	3047.64	667.69	0.75	0.00
29.30	2732.82	626.93	2557.49	599.79	0.80	2615.34	594.52	0.84	2599.23	590.32	0.55	2512.94	594.52	0.73	2430.28	599.34	0.77	2620.09	584.51	0.71	2665.58	662.59	0.58	2643.18	731.73	0.78	2766.91	639.65	0.86	2899.91	653.76	0.75	3006.10	582.24	0.77	2765.42	642.04	0.85	2899.06	661.97	0.72	3033.81	678.46	0.75	0.00
29.32	2720.61	629.14	2547.94	596.98	0.79	2605.45	594.62	0.84	2582.80	599.31	0.58	2505.60	598.15	0.76	2425.98	601.50	0.71	2609.71	581.87	0.69	2671.70	655.33	0.60	2658.47	723.12	0.71	2751.46	644.57	0.85	2885.38	661.73	0.81	2991.48	587.00	0.77	2750.42	645.34	0.85	2884.27	663.54	0.78	3017.52	680.41	0.74	0.00
29.34	2716.02	629.48	2544.46	598.75	0.83	2601.31	595.09	0.86	2579.00	605.73	0.68	2497.89	603.83	0.77	2419.20	602.81	0.76	2613.28	578.90	0.74	2670.42	635.83	0.60	2675.73	716.34	0.72	2748.97	643.76	0.86	2875.97	667.19	0.82	2982.09	595.37	0.71	2748.29	643.80	0.85	2875.16	667.18	0.76	3000.80	674.48	0.70	0.00
29.36	2708.97	630.24	2535.37	598.02	0.76	2588.37	594.49	0.86	2567.64	609.19	0.79	2486.21	609.59	0.79	2410.81	605.65	0.83	2607.55	570.74	0.80	2671.64	618.05	0.68	2686.85	699.67	0.62	2747.01	645.69	0.85	2866.29	672.06	0.78	2978.30	609.97	0.70	2746.77	644.06	0.85	2865.97	671.13	0.69	2992.23	670.83	0.72	0.00
29.38	2695.78	629.72	2524.94	609.32	0.71	2578.14	590.62	0.84	2561.59	610.47	0.56	2671.63	619.74	0.47	2396.90	610.92	0.37	2600.44	566.28	0.49	2474.51	614.87	0.74	2400.74	609.94	0.71	2736.87	643.87	0.82	2851.86	676.12	0.76	2974.52	622.02	0.70	2735.89	643.63	0.81	2850.59	674.81	0.68	2981.19	661.19	0.68	0.00
29.40	2685.65	630.18	2513.74	615.09	0.68	2570.54	591.50	0.85	2550.57	610.87	0.53	2669.94	609.00	0.39	2389.09	615.98	0.33	2541.11	618.80	0.50	2468.01	622.81	0.72	2392.91	614.38	0.71	2727.07	644.38	0.78	2840.38	675.22	0.70	2967.06	643.37	0.67	2726.67	643.78	0.78	2836.31	664.78	0.47	2963.21	643.73	0.63	0.00
29.42	2677.30	630.85	2505.08	618.02	0.69	2556.80	597.65	0.82	2574.62	569.80	0.67	2665.96	590.13	0.46	2718.28	635.37	0.33	2529.84	620.28	0.72	2453.90	627.73	0.83	2380.36	620.19	0.76	2714.00	646.34	0.77	2830.95	672.83	0.64	2962.31	659.39	0.74	2713.54	647.30	0.77	2829.09	648.56	0.60	2946.49	630.62	0.53	0.00
29.44	2661.55	633.00	2491.84	594.78	0.52	2546.03	603.14	0.86	2561.83	568.79	0.67	2629.57	623.55	0.17	2697.83	649.31	0.23	2513.81	626.38	0.80	2439.78	632.68	0.85	2368.88	626.25	0.77	2693.64	648.48	0.80	2818.21	671.10	0.70	2953.69	667.85	0.77	2692.33	648.77	0.80	2815.47	655.30	0.52	2934.17	621.43	0.63	0.00
29.46	2646.89	631.77	2480.28	587.74	0.48	2529.09	603.79	0.84	2543.36	571.61	0.73	2617.63	570.88	0.40	2681.75	569.98	0.08	2499.41	630.58	0.86	2428.50	636.58	0.83	2356.32	631.97	0.79	2678.09	650.93	0.79	2807.19	667.74	0.67	2939.29	677.64	0.76	2677.03	651.44	0.80	2804.47	658.09	0.58	2915.60	612.66	0.63	0.00
29.48	2638.63	631.54	2467.45	592.74	0.49	2518.85	606.13	0.82	2532.99	570.44	0.73	2613.61	559.12	0.64	2681.45	552.49	0.15	2488.50	633.78	0.89	2418.70	640.91	0.82	2347.85	636.94	0.76	2671.83	649.97	0.79	2797.28	663.20	0.69	2932.43	681.83	0.75	2670.60	650.96	0.80	2796.34	659.47	0.63	2913.50	594.28	0.46	0.00
29.50	2623.68	633.76	2456.74	600.52	0.51	2508.35	608.98	0.86	2523.09	569.13	0.76	2598.98	546.57	0.64	2664.24	534.42	0.47	2477.97	637.74	0.88	2406.50	645.17	0.84	2339.24	642.13	0.78	2657.01	650.88	0.75	2779.23	658.49	0.71	2912.40	676.06	0.67	2654.77	655.62	0.82	2776.84	662.79	0.58	2870.85	614.77	0.58	0.00
29.52	2612.16	631.87	2448.27	598.65	0.53	2496.97	607.46	0.87	2511.85	565.69	0.78	2566.12	541.14	0.65	2645.92	517.94	0.51	2463.58	639.74	0.89	2394.07	649.51	0.86	2325.40	649.34	0.72	2645.40	645.54	0.69	2770.33	657.27	0.69	2908.42	665.83	0.74	2639.80	659.76	0.81	2767.59	655.99	0.60	2875.25	612.63	0.32	0.00
29.54	2600.40	634.80	2436.31	613.32	0.61	2483.81	606.34	0.87	2492.44	572.96	0.52	2533.26	543.85	0.21	2306.33	658.40	0.24	2455.17	642.50	0.78	2383.14	652.34	0.84	2616.12	505.32	0.62	2632.54	651.75	0.68	2760.98	657.86	0.68	2897.54	652.17	0.72	2628.31	662.00	0.81	2759.12	654.36	0.63	2892.82	650.56	0.57	0.00
29.56	2596.24	632.08	2426.18	609.43	0.66	2475.61	610.48	0.86	2483.20	570.05	0.75	2518.91	535.61	0.36	2579.51	500.25	0.05	2448.59	643.08	0.86	2377.72	657.00	0.86	2305.58	666.48	0.73	2637.97	639.20	0.65	2754.51	650.78	0.73	2888.18	640.47	0.79	2631.46	663.98	0.82	2755.16	659.90	0.62	2868.35	606.47	0.50	0.00
29.58	2584.71	631.98	2415.37	612.61	0.75	2463.83	606.40	0.86	2436.77	638.08	0.58	2358.67	663.41	0.68	2293.56	677.55	0.73	2476.62	561.19	0.85	2521.42	507.36	0.64	2535.27	496.40	0.33	2621.63	656.69	0.85	2746.82	653.20	0.70	2874.70	624.71	0.74	2620.92	655.83	0.85	2744.72	655.77	0.67	2871.44	619.39	0.48	0.00
29.60	2573.66	633.55	2404.10	609.93	0.76	2451.44	607.10	0.88	2422.28	640.55	0.85	2351.26	667.42	0.84	2284.09	689.19	0.82	2464.48	563.07	0.82	2496.66	496.40	0.72	2493.26	501.85	0.22	2612.25	663.56	0.86	2735.52	653.81	0.75	2861.76	609.33	0.64	2613.29	654.25	0.75	2734.25	657.84	0.69	2862.78	648.98	0.68	0.00
29.62	2564.09	632.95	2396.21	609.82	0.77	2444.37	608.12	0.88	2415.68	638.81	0.87	2348.39	669.81	0.85	2280.46	699.17	0.85	2454.87	565.09	0.85	2468.73	493.48	0.69	2446.96	496.61	0.46	2603.28	665.30	0.87	2724.49	653.13	0.73	2841.14	600.81	0.70	2605.88	645.14	0.72	2724.46	661.76	0.66	2842.66	661.42	0.74	0.00
29.64	2551.18	630.35	2385.75	608.73	0.78	2432.53	604.96	0.88	2407.09	637.99	0.86	2341.81	675.09	0.84	2278.70	708.79	0.85	2443.21	562.47	0.87	2443.90	496.35	0.73	2403.24	495.44	0.75	2590.32	666.31	0.89	2711.16	658.86	0.78	2819.52	597.69	0.72	2595.92	634.53	0.81	2707.18	650.41	0.66	2827.97	673.61	0.71	0.00
29.66	2542.44	631.97	2374.62	608.87	0.77	2423.46	605.16	0.87	2400.85	638.94	0.86	2338.11	678.94	0.84	2276.61	720.19	0.84	2428.45	563.50	0.91	2412.29	499.63	0.82	2354.23	505.73	0.80	2585.85	665.09	0.87	2703.03	662.72	0.84	2802.77	595.23	0.70	2590.58	638.02	0.80	2698.34	654.79	0.67	2814.11	677.77	0.70	0.00
29.68	2532.46	633.25	2363.15	608.27	0.80	2412.13	603.20	0.84	2392.93	638.08	0.85	2341.96	680.83	0.79	2286.28	724.97	0.84	2413.33	565.13	0.92	2381.08	507.21	0.75	2314.63	513.91	0.83	2579.79	662.79	0.84	2692.07	669.41	0.84	2789.25	596.68	0.65	2582.63	642.23	0.77	2687.15	661.52	0.68	2804.39	674.84	0.74	0.00
29.70	2522.59	636.06	2353.24	606.22	0.85	2402.71	605.12	0.85	2386.70	634.68	0.82	2345.53	680.63	0.75	2294.38	730.22	0.84	2400.03	567.88	0.91	2350.53	519.31	0.76	2282.73	525.29	0.82	2573.68	656.35	0.82	2678.89	676.38	0.84	2770.06	617.12	0.70	2573.90	650.87	0.84	2674.17	669.04	0.56	2796.57	667.41	0.72	0.00
29.72	2514.11	637.48	2343.36	611.37	0.86	2395.40	605.41	0.85	2380.83	633.74	0.81	2352.17	679.06	0.72	2304.43	736.25	0.82	2390.29	568.91	0.89	2317.69	536.57	0.80	2249.31	541.63	0.84	2563.21	653.06	0.84	2672.36	680.57	0.81	2774.94	619.10	0.66	2562.94	651.56	0.85	2668.12	677.19	0.55	2791.82	657.13	0.77	0.00
29.74	2505.17	637.70	2333.63	614.71	0.84	2386.33	602.27	0.85	2375.86	632.77	0.80	2356.11	680.98	0.74	2314.47	742.49	0.84	2378.44	572.51	0.87	2295.08	553.14	0.80	2222.66	556.51	0.85	2551.91	650.83	0.87	2664.70	685.33	0.78	2783.69	627.72	0.61	2551.47	650.71	0.87	2664.06	683.49	0.67	2780.21	637.56	0.52	0.00
29.76	2491.08	637.23	2321.33	612.92	0.84	2372.10	600.62	0.84	2372.05	626.30	0.72	2366.87	672.95	0.75	2327.29	746.54	0.83	2365.97	573.38	0.85	2278.11	561.21	0.73	2208.50	572.23	0.85	2534.33	651.59	0.87	2651.11	682.42	0.70	2775.56	645.14	0.72	2533.89	651.80	0.87	2647.09	676.07	0.48	2776.39	640.97	0.62	0.00
29.78	2475.10	635.49	2307.17	613.31	0.85	2358.57	600.78	0.85	2365.74	622.35	0.70	2370.84	672.33	0.81	2338.26	746.55	0.79	2353.02	574.39	0.84	2265.66	568.04	0.70	2203.88	587.91	0.73	2513.97	650.14	0.86	2632.68	678.45	0.68	2771.89	663.82	0.79	2513.38	650.62	0.85	2629.86	660.58	0.58	2749.50	625.98	0.54	0.00
29.80	2462.58	635.97	2295.95	612.45	0.83	2347.57	602.46	0.84	2356.97	619.36	0.71	2377.28	671.47	0.80	2344.20	748.12	0.76	2339.10	577.04	0.77	2246.28	587.86	0.62	2184.20	601.99	0.71	2499.62	650.32	0.85	2620.20	672.88	0.71	2757.93	675.99	0.76	2498.92	651.06	0.83	2619.87	656.61	0.66	2720.18	621.87	0.63	0.00
